match_id,venue,innings,batting_team,bowling_team,total_runs
419163,Dr DY Patil Sports Academy,2,Deccan Chargers,Chennai Super Kings,23
419164,Dr DY Patil Sports Academy,1,Deccan Chargers,Royal Challengers Bangalore,27
419164,Dr DY Patil Sports Academy,2,Royal Challengers Bangalore,Deccan Chargers,32
419165,Dr DY Patil Sports Academy,1,Chennai Super Kings,Mumbai Indians,39
419165,Dr DY Patil Sports Academy,2,Mumbai Indians,Chennai Super Kings,32
501198,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,45
501198,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,51
501199,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Rajasthan Royals,44
501199,"Rajiv Gandhi International Stadium, Uppal",2,Rajasthan Royals,Deccan Chargers,31
501200,Nehru Stadium,1,Kochi Tuskers Kerala,Royal Challengers Bangalore,60
501200,Nehru Stadium,2,Royal Challengers Bangalore,Kochi Tuskers Kerala,48
501201,Feroz Shah Kotla,1,Delhi Daredevils,Mumbai Indians,38
501201,Feroz Shah Kotla,2,Mumbai Indians,Delhi Daredevils,31
501202,Dr DY Patil Sports Academy,1,Kings XI Punjab,Pune Warriors,36
501202,Dr DY Patil Sports Academy,2,Pune Warriors,Kings XI Punjab,44
501203,Eden Gardens,1,Kolkata Knight Riders,Deccan Chargers,46
501203,Eden Gardens,2,Deccan Chargers,Kolkata Knight Riders,30
501204,Sawai Mansingh Stadium,1,Delhi Daredevils,Rajasthan Royals,30
501204,Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Daredevils,57
501205,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,24
501205,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,40
501206,"Punjab Cricket Association Stadium, Mohali",1,Chennai Super Kings,Kings XI Punjab,31
501206,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Chennai Super Kings,65
501207,Dr DY Patil Sports Academy,1,Kochi Tuskers Kerala,Pune Warriors,37
501207,Dr DY Patil Sports Academy,2,Pune Warriors,Kochi Tuskers Kerala,44
501208,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Royal Challengers Bangalore,41
501208,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Deccan Chargers,28
501209,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,31
501209,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,62
501210,Wankhede Stadium,1,Mumbai Indians,Kochi Tuskers Kerala,44
501210,Wankhede Stadium,2,Kochi Tuskers Kerala,Mumbai Indians,45
501211,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Royal Challengers Bangalore,45
501211,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,Chennai Super Kings,33
501212,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Kings XI Punjab,48
501212,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,Deccan Chargers,62
501213,Dr DY Patil Sports Academy,1,Pune Warriors,Delhi Daredevils,62
501213,Dr DY Patil Sports Academy,2,Delhi Daredevils,Pune Warriors,65
501214,Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,36
501214,Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,26
501215,Nehru Stadium,1,Chennai Super Kings,Kochi Tuskers Kerala,42
501215,Nehru Stadium,2,Kochi Tuskers Kerala,Chennai Super Kings,49
501216,Feroz Shah Kotla,1,Deccan Chargers,Delhi Daredevils,43
501216,Feroz Shah Kotla,2,Delhi Daredevils,Deccan Chargers,38
501218,Wankhede Stadium,1,Pune Warriors,Mumbai Indians,33
501218,Wankhede Stadium,2,Mumbai Indians,Pune Warriors,32
501219,Eden Gardens,1,Kochi Tuskers Kerala,Kolkata Knight Riders,45
501219,Eden Gardens,2,Kolkata Knight Riders,Kochi Tuskers Kerala,37
501220,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,77
501220,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,45
501221,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,34
501221,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,44
501222,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,48
501222,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,57
501223,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,69
501223,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,46
501224,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,Deccan Chargers,56
501224,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,Mumbai Indians,41
501225,Sawai Mansingh Stadium,1,Kochi Tuskers Kerala,Rajasthan Royals,32
501225,Sawai Mansingh Stadium,2,Rajasthan Royals,Kochi Tuskers Kerala,38
501226,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Pune Warriors,45
501226,"MA Chidambaram Stadium, Chepauk",2,Pune Warriors,Chennai Super Kings,40
501227,Feroz Shah Kotla,1,Delhi Daredevils,Royal Challengers Bangalore,42
501227,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,65
501228,Dr DY Patil Sports Academy,1,Pune Warriors,Chennai Super Kings,37
501228,Dr DY Patil Sports Academy,2,Chennai Super Kings,Pune Warriors,28
501229,Nehru Stadium,1,Deccan Chargers,Kochi Tuskers Kerala,20
501229,Nehru Stadium,2,Kochi Tuskers Kerala,Deccan Chargers,29
501230,Feroz Shah Kotla,1,Kolkata Knight Riders,Delhi Daredevils,42
501230,Feroz Shah Kotla,2,Delhi Daredevils,Kolkata Knight Riders,40
501231,Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,31
501231,Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,18
501232,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Pune Warriors,57
501232,M Chinnaswamy Stadium,2,Pune Warriors,Royal Challengers Bangalore,42
501233,Nehru Stadium,1,Delhi Daredevils,Kochi Tuskers Kerala,34
501233,Nehru Stadium,2,Kochi Tuskers Kerala,Delhi Daredevils,37
501234,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,40
501234,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,45
501235,Sawai Mansingh Stadium,1,Pune Warriors,Rajasthan Royals,49
501235,Sawai Mansingh Stadium,2,Rajasthan Royals,Pune Warriors,34
501236,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Deccan Chargers,34
501236,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,Chennai Super Kings,64
501237,Wankhede Stadium,1,Mumbai Indians,Kings XI Punjab,35
501237,Wankhede Stadium,2,Kings XI Punjab,Mumbai Indians,24
501238,Feroz Shah Kotla,1,Delhi Daredevils,Kochi Tuskers Kerala,42
501238,Feroz Shah Kotla,2,Kochi Tuskers Kerala,Delhi Daredevils,65
501239,"Rajiv Gandhi International Stadium, Uppal",1,Kolkata Knight Riders,Deccan Chargers,40
501239,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,Kolkata Knight Riders,41
501240,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,Chennai Super Kings,47
501240,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Rajasthan Royals,43
501241,Dr DY Patil Sports Academy,1,Mumbai Indians,Pune Warriors,45
501241,Dr DY Patil Sports Academy,2,Pune Warriors,Mumbai Indians,30
501242,Nehru Stadium,1,Kochi Tuskers Kerala,Kolkata Knight Riders,35
501242,Nehru Stadium,2,Kolkata Knight Riders,Kochi Tuskers Kerala,43
501243,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Delhi Daredevils,43
501243,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,Deccan Chargers,25
501244,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,48
501244,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,38
501245,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,15
501245,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,33
501246,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,50
501246,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,23
501247,M Chinnaswamy Stadium,1,Kochi Tuskers Kerala,Royal Challengers Bangalore,49
501247,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kochi Tuskers Kerala,79
501248,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Pune Warriors,34
501248,"Punjab Cricket Association Stadium, Mohali",2,Pune Warriors,Kings XI Punjab,40
501249,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,51
501249,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,48
501250,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Pune Warriors,50
501250,"Rajiv Gandhi International Stadium, Uppal",2,Pune Warriors,Deccan Chargers,52
501251,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,39
501251,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,33
501252,Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,43
501252,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,66
501253,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Delhi Daredevils,42
501253,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,Chennai Super Kings,52
501254,Holkar Cricket Stadium,1,Kochi Tuskers Kerala,Kings XI Punjab,61
501254,Holkar Cricket Stadium,2,Kings XI Punjab,Kochi Tuskers Kerala,49
501255,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,33
501255,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,65
501256,Wankhede Stadium,1,Deccan Chargers,Mumbai Indians,32
501256,Wankhede Stadium,2,Mumbai Indians,Deccan Chargers,26
501257,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Delhi Daredevils,43
501257,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,Kings XI Punjab,42
501258,Holkar Cricket Stadium,1,Rajasthan Royals,Kochi Tuskers Kerala,32
501258,Holkar Cricket Stadium,2,Kochi Tuskers Kerala,Rajasthan Royals,87
501259,Dr DY Patil Sports Academy,1,Pune Warriors,Deccan Chargers,39
501259,Dr DY Patil Sports Academy,2,Deccan Chargers,Pune Warriors,56
501260,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,30
501260,Himachal Pradesh Cricket Association Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,34
501261,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kochi Tuskers Kerala,41
501261,"MA Chidambaram Stadium, Chepauk",2,Kochi Tuskers Kerala,Chennai Super Kings,40
501262,Dr DY Patil Sports Academy,1,Pune Warriors,Kolkata Knight Riders,28
501262,Dr DY Patil Sports Academy,2,Kolkata Knight Riders,Pune Warriors,44
501263,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,26
501263,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,52
501264,Himachal Pradesh Cricket Association Stadium,1,Deccan Chargers,Kings XI Punjab,58
501264,Himachal Pradesh Cricket Association Stadium,2,Kings XI Punjab,Deccan Chargers,45
501265,Feroz Shah Kotla,1,Delhi Daredevils,Pune Warriors,32
501266,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,23
501266,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,44
501267,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,46
501267,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,52
501268,Wankhede Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,43
501268,Wankhede Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,25
501269,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,25
501269,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,62
501270,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,Mumbai Indians,68
501270,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,Royal Challengers Bangalore,48
501271,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Royal Challengers Bangalore,56
501271,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,Chennai Super Kings,47
548306,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Mumbai Indians,42
548306,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,Chennai Super Kings,53
548307,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,40
548307,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,48
548308,Wankhede Stadium,1,Pune Warriors,Mumbai Indians,30
548308,Wankhede Stadium,2,Mumbai Indians,Pune Warriors,27
548309,Sawai Mansingh Stadium,1,Rajasthan Royals,Kings XI Punjab,57
548309,Sawai Mansingh Stadium,2,Kings XI Punjab,Rajasthan Royals,45
548310,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Daredevils,46
548310,M Chinnaswamy Stadium,2,Delhi Daredevils,Royal Challengers Bangalore,46
548311,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Chennai Super Kings,Deccan Chargers,44
548311,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Deccan Chargers,Chennai Super Kings,45
548312,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,37
548312,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,27
548313,Subrata Roy Sahara Stadium,1,Pune Warriors,Kings XI Punjab,38
548313,Subrata Roy Sahara Stadium,2,Kings XI Punjab,Pune Warriors,19
548314,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Deccan Chargers,Mumbai Indians,45
548314,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Mumbai Indians,Deccan Chargers,29
548315,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,60
548315,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,20
548316,Feroz Shah Kotla,1,Chennai Super Kings,Delhi Daredevils,41
548316,Feroz Shah Kotla,2,Delhi Daredevils,Chennai Super Kings,50
548317,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,54
548317,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,44
548318,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,Chennai Super Kings,55
548318,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Royal Challengers Bangalore,52
548319,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,Kings XI Punjab,29
548319,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Pune Warriors,38
548320,Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,45
548320,Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,36
548321,Feroz Shah Kotla,1,Deccan Chargers,Delhi Daredevils,50
548321,Feroz Shah Kotla,2,Delhi Daredevils,Deccan Chargers,34
548322,Subrata Roy Sahara Stadium,1,Chennai Super Kings,Pune Warriors,43
548322,Subrata Roy Sahara Stadium,2,Pune Warriors,Chennai Super Kings,56
548323,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,26
548323,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,48
548324,M Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,43
548324,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,54
548325,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,19
548325,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,41
548326,Sawai Mansingh Stadium,1,Deccan Chargers,Rajasthan Royals,57
548326,Sawai Mansingh Stadium,2,Rajasthan Royals,Deccan Chargers,62
548327,M Chinnaswamy Stadium,1,Pune Warriors,Royal Challengers Bangalore,58
548327,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Pune Warriors,42
548328,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,45
548328,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,53
548329,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Delhi Daredevils,33
548329,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,Deccan Chargers,64
548330,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Pune Warriors,41
548330,"MA Chidambaram Stadium, Chepauk",2,Pune Warriors,Chennai Super Kings,53
548331,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Royal Challengers Bangalore,41
548331,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Kings XI Punjab,36
548332,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,Chennai Super Kings,41
548332,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Rajasthan Royals,45
548333,Feroz Shah Kotla,1,Pune Warriors,Delhi Daredevils,51
548333,Feroz Shah Kotla,2,Delhi Daredevils,Pune Warriors,49
548334,Wankhede Stadium,1,Mumbai Indians,Kings XI Punjab,39
548334,Wankhede Stadium,2,Kings XI Punjab,Mumbai Indians,48
548335,Barabati Stadium,1,Deccan Chargers,Kolkata Knight Riders,39
548335,Barabati Stadium,2,Kolkata Knight Riders,Deccan Chargers,42
548336,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,37
548336,Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,48
548337,Subrata Roy Sahara Stadium,1,Pune Warriors,Delhi Daredevils,28
548337,Subrata Roy Sahara Stadium,2,Delhi Daredevils,Pune Warriors,61
548339,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,44
548339,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,38
548341,Subrata Roy Sahara Stadium,1,Deccan Chargers,Pune Warriors,50
548341,Subrata Roy Sahara Stadium,2,Pune Warriors,Deccan Chargers,44
548342,Feroz Shah Kotla,1,Delhi Daredevils,Mumbai Indians,54
548342,Feroz Shah Kotla,2,Mumbai Indians,Delhi Daredevils,49
548343,"MA Chidambaram Stadium, Chepauk",1,Kings XI Punjab,Chennai Super Kings,43
548343,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Kings XI Punjab,48
548344,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,46
548344,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,35
548345,Feroz Shah Kotla,1,Delhi Daredevils,Rajasthan Royals,42
548345,Feroz Shah Kotla,2,Rajasthan Royals,Delhi Daredevils,40
548346,Wankhede Stadium,1,Deccan Chargers,Mumbai Indians,38
548346,Wankhede Stadium,2,Mumbai Indians,Deccan Chargers,31
548347,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,43
548347,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,35
548348,Barabati Stadium,1,Deccan Chargers,Pune Warriors,33
548348,Barabati Stadium,2,Pune Warriors,Deccan Chargers,48
548349,Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Daredevils,56
548349,Sawai Mansingh Stadium,2,Delhi Daredevils,Rajasthan Royals,61
548350,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,33
548350,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,53
548351,Subrata Roy Sahara Stadium,1,Mumbai Indians,Pune Warriors,42
548351,Subrata Roy Sahara Stadium,2,Pune Warriors,Mumbai Indians,37
548352,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Deccan Chargers,55
548352,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,Chennai Super Kings,47
548353,Eden Gardens,1,Kolkata Knight Riders,Pune Warriors,64
548353,Eden Gardens,2,Pune Warriors,Kolkata Knight Riders,44
548354,"Punjab Cricket Association Stadium, Mohali",1,Rajasthan Royals,Kings XI Punjab,60
548354,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Rajasthan Royals,33
548355,Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,52
548355,Wankhede Stadium,2,Mumbai Indians,Chennai Super Kings,46
548356,M Chinnaswamy Stadium,1,Deccan Chargers,Royal Challengers Bangalore,46
548356,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Deccan Chargers,46
548357,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,50
548357,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,60
548358,Subrata Roy Sahara Stadium,1,Pune Warriors,Rajasthan Royals,35
548358,Subrata Roy Sahara Stadium,2,Rajasthan Royals,Pune Warriors,49
548359,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,Deccan Chargers,51
548359,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,Kings XI Punjab,39
548360,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,25
548360,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,35
548361,Sawai Mansingh Stadium,1,Rajasthan Royals,Chennai Super Kings,28
548361,Sawai Mansingh Stadium,2,Chennai Super Kings,Rajasthan Royals,36
548362,Subrata Roy Sahara Stadium,1,Royal Challengers Bangalore,Pune Warriors,66
548362,Subrata Roy Sahara Stadium,2,Pune Warriors,Royal Challengers Bangalore,50
548363,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,49
548363,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,32
548364,"MA Chidambaram Stadium, Chepauk",1,Delhi Daredevils,Chennai Super Kings,27
548364,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Delhi Daredevils,45
548365,Sawai Mansingh Stadium,1,Rajasthan Royals,Pune Warriors,45
548365,Sawai Mansingh Stadium,2,Pune Warriors,Rajasthan Royals,33
548366,"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,Kings XI Punjab,47
548366,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Deccan Chargers,44
548367,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,40
548367,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,31
548368,Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,50
548368,Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,51
548369,Feroz Shah Kotla,1,Kings XI Punjab,Delhi Daredevils,47
548369,Feroz Shah Kotla,2,Delhi Daredevils,Kings XI Punjab,37
548370,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,32
548370,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,26
548371,Himachal Pradesh Cricket Association Stadium,1,Chennai Super Kings,Kings XI Punjab,25
548371,Himachal Pradesh Cricket Association Stadium,2,Kings XI Punjab,Chennai Super Kings,43
548372,Feroz Shah Kotla,1,Royal Challengers Bangalore,Delhi Daredevils,42
548372,Feroz Shah Kotla,2,Delhi Daredevils,Royal Challengers Bangalore,51
548373,"Rajiv Gandhi International Stadium, Uppal",1,Rajasthan Royals,Deccan Chargers,41
548373,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,Rajasthan Royals,57
548374,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Delhi Daredevils,20
548374,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,Kings XI Punjab,44
548375,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,Pune Warriors,27
548375,Subrata Roy Sahara Stadium,2,Pune Warriors,Kolkata Knight Riders,40
548376,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Royal Challengers Bangalore,23
548376,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Deccan Chargers,40
548377,Sawai Mansingh Stadium,1,Rajasthan Royals,Mumbai Indians,31
548377,Sawai Mansingh Stadium,2,Mumbai Indians,Rajasthan Royals,44
548378,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,Delhi Daredevils,48
548378,Subrata Roy Sahara Stadium,2,Delhi Daredevils,Kolkata Knight Riders,49
548379,M Chinnaswamy Stadium,1,Chennai Super Kings,Mumbai Indians,30
548379,M Chinnaswamy Stadium,2,Mumbai Indians,Chennai Super Kings,54
548380,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Delhi Daredevils,48
548380,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,Chennai Super Kings,46
548381,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,53
548381,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,56
597998,Eden Gardens,1,Delhi Daredevils,Kolkata Knight Riders,45
597998,Eden Gardens,2,Kolkata Knight Riders,Delhi Daredevils,46
597999,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,31
597999,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,38
598000,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Pune Warriors,34
598000,"Rajiv Gandhi International Stadium, Uppal",2,Pune Warriors,Sunrisers Hyderabad,27
598001,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Daredevils,44
598001,Feroz Shah Kotla,2,Delhi Daredevils,Rajasthan Royals,39
598002,"MA Chidambaram Stadium, Chepauk",1,Mumbai Indians,Chennai Super Kings,41
598002,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Mumbai Indians,36
598003,Subrata Roy Sahara Stadium,1,Pune Warriors,Kings XI Punjab,24
598003,Subrata Roy Sahara Stadium,2,Kings XI Punjab,Pune Warriors,56
598004,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,Sunrisers Hyderabad,40
598004,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Royal Challengers Bangalore,37
598005,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,35
598005,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,40
598006,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,38
598006,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,46
598007,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Chennai Super Kings,43
598007,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,Kings XI Punjab,38
598008,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,42
598008,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,37
598009,Subrata Roy Sahara Stadium,1,Rajasthan Royals,Pune Warriors,44
598009,Subrata Roy Sahara Stadium,2,Pune Warriors,Rajasthan Royals,64
598010,Feroz Shah Kotla,1,Delhi Daredevils,Sunrisers Hyderabad,29
598010,Feroz Shah Kotla,2,Sunrisers Hyderabad,Delhi Daredevils,38
598011,Wankhede Stadium,1,Mumbai Indians,Pune Warriors,48
598011,Wankhede Stadium,2,Pune Warriors,Mumbai Indians,40
598012,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,Chennai Super Kings,33
